Style,Exterior Color,Interior Color,MPG,Engine,Drive Type,Fuel Type,Transmission,accidents,owners,year,brand,model,price,mileage,Cab Type,Bed Length,Range
Sedan,Classic Silver Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$22,991 ",5033,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,Camry,"$22,800 ",78896,,,
SUV,Lunar Rock,Nutmeg,26 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,RAV4,"$26,901 ",47617,,,
Hatchback,Midnight Black Metallic,Black,54 cty / 50 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Prius,"$24,998 ",43651,,,
Hatchback,Silver,Gray,,1.8L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic,0,1,2017,Toyota,Prius Prime,"$25,225 ",74641,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2022,Toyota,RAV4,"$35,796 ",21936,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$21,295 ",75042,,,
SUV,Magnetic Gray Metallic,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$28,579 ",20063,,,
Pickup Truck,Gray,Black,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2020,Toyota,Tacoma,"$39,975 ",32933,Crew Cab,Short Bed,
Sedan,Super White,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2014,Toyota,Camry,"$15,293 ",106452,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$25,868 ",48973,,,
Sedan,Supersonic Red,Gray,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$25,000 ",67214,,,
SUV,Unknown,Unknown,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$28,250 ",64960,,,
Sedan,Black Sand Pearl,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$24,676 ",31349,,,
Minivan,Predawn Gray Mica,Unknown,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2022,Toyota,Sienna,"$39,988 ",70109,,,
SUV,Moon Dust,Black,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Highlander,"$32,999 ",61282,,,
Pickup Truck,Barcelona Red Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$40,489 ",35451,Crew Cab,Short Bed,
Sedan,Super White,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$25,744 ",11700,,,
Sedan,Black Sand Pearl,Steel Gray,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Corolla,"$18,951 ",43829,,,
Sedan,Ruby Flare Pearl,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$29,991 ",27544,,,
Sedan,Black Sand Pearl,Steel Gray,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Corolla,"$18,951 ",43829,,,
Pickup Truck,Magnetic Gray Metallic,Cement,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$37,293 ",26937,Crew Cab,Short Bed,
Sedan,Ruby Flare Pearl,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$29,991 ",27544,,,
SUV,Silver Fresco Metallic,Dark Charcoal,17 cty / 20 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,5,2012,Toyota,FJ Cruiser,"$28,999 ",78185,,,
SUV,Classic Silver Metallic,Black,34 cty / 31 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,2,2016,Toyota,RAV4,"$23,888 ",95941,,,
Pickup Truck,Magnetic Gray Metallic,Hickory,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$41,583 ",38599,Crew Cab,Short Bed,
Pickup Truck,Cement,Cement,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$31,995 ",74558,Crew Cab,Short Bed,
SUV,White,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2022,Toyota,4Runner,"$46,991 ",2415,,,
Sedan,Blue Crush Metallic,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$21,949 ",55162,,,
SUV,Blue Flame,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2019,Toyota,RAV4,"$26,998 ",51312,,,
SUV,Midnight Black Metallic,Sand Beige,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2020,Toyota,4Runner,"$32,389 ",78950,,,
SUV,Blueprint,Light Gray,25 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,1,2019,Toyota,RAV4,"$31,998 ",21450,,,
Pickup Truck,Barcelona Red Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$39,160 ",15400,Crew Cab,Short Bed,
SUV,Celestial Silver Metallic,Graphite,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Highlander,"$33,584 ",47026,,,
Sedan,Gray,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$21,142 ",32867,,,
Pickup Truck,Super White,Unknown,20 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,1,2019,Toyota,Tacoma,"$16,760 ",197454,Extended Cab,Standard Bed,
SUV,Midnight Black Metallic,Black,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,Highlander,"$34,899 ",17202,,,
Pickup Truck,Super White,Unknown,19 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,1,2017,Toyota,Tacoma,"$22,624 ",72554,Extended Cab,Standard Bed,
SUV,Magnetic Gray Metallic,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$32,506 ",6112,,,
Pickup Truck,Magnetic Gray Metallic,Gray Cloth,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2018,Toyota,Tacoma,"$33,995 ",59372,Crew Cab,Standard Bed,
SUV,Midnight Black Metallic,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$33,998 ",26627,,,
SUV,Black,Black,20 cty / 26 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,2,2018,Toyota,Highlander,"$32,995 ",90994,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$24,086 ",23113,,,
Pickup Truck,Silver Sky Metallic,Unknown,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2020,Toyota,Tacoma,"$35,930 ",62280,Crew Cab,Short Bed,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,Camry,"$22,998 ",22475,,,
SUV,Silver Sky Metallic,Black,26 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,RAV4,"$22,000 ",116017,,,
Pickup Truck,Magnetic Gray Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2020,Toyota,Tacoma,"$37,994 ",36877,Crew Cab,Short Bed,
Sedan,White,Gray,27 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,6,2015,Toyota,Corolla,"$14,795 ",69810,,,
Pickup Truck,Silver Sky Metallic,Cement Gray,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,1,1,2018,Toyota,Tacoma,"$27,588 ",59884,Crew Cab,Short Bed,
Pickup Truck,Magnetic Gray Metallic,Brown/Black,13 cty / 17 hwy,5.7L V-8 Gas,4WD,Gas,Automatic,0,2,2019,Toyota,Tundra,"$42,997 ",52738,Crew Cab,Short Bed,
Sedan,Blue Streak Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2018,Toyota,Camry,"$23,950 ",72240,,,
SUV,Super White,Ash,24 cty / 31 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2015,Toyota,RAV4,"$17,953 ",86848,,,
SUV,Blizzard Pearl,Unknown,19 cty / 25 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,1,2,2016,Toyota,Highlander,"$21,996 ",112209,,,
Sedan,Celestite,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$23,850 ",24209,,,
Pickup Truck,Gray,Gray Cloth,21 cty / 25 hwy,2.7L Inline-4 Gas,RWD,Gas,Manual,1,3,2012,Toyota,Tacoma,"$13,495 ",106290,Regular Cab,Standard Bed,
Pickup Truck,Super White,"Black W/Red Accent Stitching, Cloth",19 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,1,1,2017,Toyota,Tacoma,"$17,800 ",146710,Extended Cab,Standard Bed,
SUV,White/Black Cherry Pearl,Dark Charcoal,17 cty / 21 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,1,2,2007,Toyota,FJ Cruiser,"$17,950 ",111903,,,
SUV,Red,Unknown,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$30,109 ",13564,,,
Pickup Truck,Cement,Black,13 cty / 17 hwy,5.7L V-8 Gas,4WD,Gas,Automatic,0,2,2021,Toyota,Tundra,"$46,969 ",13684,Extended Cab,Standard Bed,
Hatchback,Magnetic Gray Metallic,Black,,1.8L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic,0,1,2017,Toyota,Prius Prime,"$25,777 ",33589,,,
SUV,Magnetic Gray Metallic,Unknown,24 cty / 31 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2013,Toyota,RAV4,"$11,975 ",170790,,,
Pickup Truck,Super White,Graphite W/Gun Metal,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,2,2017,Toyota,Tacoma,"$34,997 ",35922,Extended Cab,Short Bed,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$22,488 ",24602,,,
Sedan,Gold,Tan,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,2,2011,Toyota,Prius,"$10,995 ",98110,,,
Sedan,Super White,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2019,Toyota,Corolla,"$17,999 ",80186,,,
Pickup Truck,Magnetic Gray Metallic,Graphite,18 cty / 23 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2017,Toyota,Tacoma,"$34,995 ",57744,Extended Cab,Short Bed,
SUV,Purple,Black,22 cty / 29 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,3,2016,Toyota,RAV4,"$15,994 ",119737,,,
Sedan,Classic Silver Metallic,Grey,27 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,2,2,2014,Toyota,Corolla,"$14,300 ",41837,,,
Pickup Truck,Magnetic Gray Metallic,Boulder,17 cty / 23 hwy,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,1,2023,Toyota,Tundra,"$54,488 ",2517,Crew Cab,Short Bed,
Pickup Truck,Supersonic Red,Black,17 cty / 22 hwy,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,1,2022,Toyota,Tundra,"$47,717 ",16040,Extended Cab,Standard Bed,
SUV,Blizzard Pearl,Graphite,13 cty / 18 hwy,5.7L V-8 Gas,RWD,Gas,Automatic,2,1,2012,Toyota,Sequoia,"$19,914 ",148393,,,
Minivan,Midnight Black Metallic,Graphite,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,2,2022,Toyota,Sienna,"$52,991 ",23978,,,
Pickup Truck,Silver Sky Metallic,Cement,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$35,000 ",36536,Crew Cab,Short Bed,
Sedan,Blue Streak Metallic,Black,22 cty / 33 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,Camry,"$31,275 ",19871,,,
Pickup Truck,Magnetic Grey Metallic,Black,13 cty / 17 hwy,5.7L V-8 Gas,4WD,Gas,Automatic,0,1,2020,Toyota,Tundra,"$46,970 ",13761,Crew Cab,Short Bed,
SUV,Classic Silver Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,1,1,2021,Toyota,4Runner,"$39,343 ",43216,,,
SUV,Midnight Black Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2022,Toyota,4Runner,"$40,200 ",30740,,,
SUV,Blueprint W/Black Roof,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2019,Toyota,RAV4,"$33,699 ",68859,,,
Minivan,Super White,Graphite,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Sienna,"$36,799 ",41433,,,
Sedan,Magnetic Gray Metallic,Gray,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,4,2012,Toyota,Corolla,"$11,500 ",110951,,,
Pickup Truck,Magnetic Gray Metallic,Unknown,13 cty / 17 hwy,5.7L V-8 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tundra,"$43,294 ",39222,Crew Cab,Short Bed,
Sedan,Magnetic Gray Metallic,Dark Charcoal,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2011,Toyota,Corolla,"$12,541 ",87835,,,
SUV,Midnight Black Metallic,Ash,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2021,Toyota,RAV4,"$41,190 ",21185,,,
Pickup Truck,Midnight Black Metallic,Unknown,17 cty / 22 hwy,3.5L V-6 Gas Turbocharged,4WD,Gas,Automatic,0,1,2022,Toyota,Tundra,"$48,795 ",13930,Crew Cab,Short Bed,
Pickup Truck,Super White,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2020,Toyota,Tacoma,"$37,919 ",31508,Crew Cab,Short Bed,
Sedan,Predawn Gray Mica,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2016,Toyota,Camry,"$18,500 ",51046,,,
Minivan,Super White,Ash,19 cty / 26 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Sienna,"$28,444 ",65656,,,
SUV,Jet Black,Light Gray,29 cty / 32 hwy,2.0L Inline-4 Gas,AWD,Gas,Automatic,0,1,2022,Toyota,Corolla Cross,"$25,945 ",14332,,,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Camry,"$27,589 ",3658,,,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Camry,"$26,864 ",11530,,,
SUV,Silver Sky Metallic,Gray,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$29,998 ",46370,,,
SUV,Magnetic Gray Metallic,Black,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Highlander,"$37,489 ",59545,,,
SUV,Super White,Nutmeg,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$31,947 ",42399,,,
Minivan,Celestial Silver Metallic,Graphite,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Sienna,"$35,998 ",51842,,,
SUV,Blizzard Pearl,Black,20 cty / 26 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2019,Toyota,Highlander,"$36,499 ",31524,,,
SUV,Super White,Ash,22 cty / 29 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2014,Toyota,RAV4,"$16,785 ",82450,,,
Hatchback,Blizzard Pearl,Black,,1.8L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic,0,1,2019,Toyota,Prius Prime,"$30,892 ",35263,,,
Sedan,Blue,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2018,Toyota,Corolla,"$20,998 ",22070,,,
Sedan,Falcon Gray Metallic,Gray,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2017,Toyota,Corolla,"$19,998 ",45882,,,
Sedan,Barcelona Red Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Corolla,"$17,297 ",38874,,,
Sedan,Gray,Gray,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Corolla,"$19,995 ",42803,,,
Pickup Truck,Barcelona Red Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$37,783 ",20989,Crew Cab,Standard Bed,
Hatchback,Barcelona Red Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2017,Toyota,Corolla iM,"$13,995 ",117304,,,
Pickup Truck,Silver Sky Metallic,Cement Gray,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,1,2,2019,Toyota,Tacoma,"$28,991 ",54498,Extended Cab,Standard Bed,
Pickup Truck,Cement,Black/Gun Metal,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$39,991 ",13186,Crew Cab,Short Bed,
Pickup Truck,Magnetic Gray Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2020,Toyota,Tacoma,"$39,990 ",19735,Crew Cab,Short Bed,
SUV,Blizzard Pearl,Beige,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2019,Toyota,RAV4,"$37,500 ",31552,,,
SUV,Magnetic Gray Metallic,Black,25 cty / 32 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$41,998 ",12475,,,
SUV,Blizzard Pearl,Glazed Caramel,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Highlander,"$41,950 ",42595,,,
SUV,Magnetic Gray Metallic,Black,25 cty / 32 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$41,998 ",12475,,,
SUV,Ruby Flare Pearl,Black,25 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,2,3,2020,Toyota,RAV4,"$34,998 ",28420,,,
Sedan,Black,Dark Gray Cloth Interior,48 cty / 45 hwy,1.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,4,2009,Toyota,Prius,"$8,350 ",120579,,,
Minivan,White,Gray,18 cty / 24 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,1,2,2019,Toyota,Sienna,"$40,900 ",45907,,,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$27,998 ",15001,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$29,497 ",6293,,,
Pickup Truck,White,Gray,16 cty / 21 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,3,2014,Toyota,Tacoma,"$17,995 ",183479,Extended Cab,Short Bed,
SUV,Midnight Black Metallic,Black,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Highlander,"$37,764 ",65015,,,
Pickup Truck,Magnetic Gray Metallic,Cement,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$32,970 ",65451,Crew Cab,Short Bed,
Sedan,Classic Silver Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$21,987 ",26057,,,
Pickup Truck,Magnetic Gray Metallic,Black,13 cty / 18 hwy,5.7L V-8 Gas,RWD,Gas,Automatic,0,1,2018,Toyota,Tundra,"$39,998 ",50150,Crew Cab,Short Bed,
SUV,Silver Sky Metallic,Brown,22 cty / 28 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2017,Toyota,RAV4,"$21,695 ",92167,,,
Sedan,Barcelona Red Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2017,Toyota,Corolla,"$20,000 ",28003,,,
Sedan,Galactic Aqua Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,0,2020,Toyota,Camry,"$25,153 ",50945,,,
Sedan,Predawn Gray Mica,Gray Cloth,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2018,Toyota,Camry,"$19,685 ",53262,,,
Sedan,Black,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$23,999 ",56522,,,
Pickup Truck,Silver Sky Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$40,990 ",42250,Crew Cab,Short Bed,
SUV,Super White,Light Gray,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$30,395 ",26974,,,
Sedan,White,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,Camry,"$22,495 ",31523,,,
Sedan,Black Sand Pearl,Ash,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2013,Toyota,Corolla,"$15,995 ",65975,,,
Minivan,Silver Shadow Pearl,Fawn,19 cty / 27 hwy,3.3L V-6 Gas,FWD,Gas,Automatic,0,2,2004,Toyota,Sienna,"$8,295 ",121605,,,
Pickup Truck,Yellow,Gray,19 cty / 24 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,1,1,2014,Toyota,Tacoma,"$13,000 ",161766,Regular Cab,Standard Bed,
Pickup Truck,Super White,Graphite,17 cty / 21 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,2,2,2006,Toyota,Tacoma,"$10,636 ",251663,Crew Cab,Short Bed,
SUV,Silver Sky Metallic,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,2,2020,Toyota,RAV4,"$36,191 ",57749,,,
Sedan,Classic Silver Metallic,Gray Cloth,22 cty / 32 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2011,Toyota,Camry,"$11,999 ",69727,,,
Sedan,Ruby Flare Pearl,Macadamia,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$24,669 ",5114,,,
Sedan,Blueprint W/Black Sand Pearl Roof,Gray,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$27,240 ",9577,,,
SUV,Midnight Black Metallic,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2019,Toyota,RAV4,"$36,995 ",31458,,,
Pickup Truck,Super White,Black,13 cty / 17 hwy,5.7L V-8 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tundra,"$44,000 ",40819,Crew Cab,Short Bed,
SUV,White,Harvest Beige,36 cty / 35 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2022,Toyota,Highlander,"$44,991 ",19613,,,
Pickup Truck,Super White,Cement Gray,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,2,2017,Toyota,Tacoma,"$26,995 ",67067,Extended Cab,Short Bed,
SUV,Titanium Glow,Boulder,40 cty / 37 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2021,Toyota,Venza,"$37,789 ",48175,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,RAV4,"$29,199 ",7696,,,
Sedan,Wind Chill Pearl,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$29,990 ",42395,,,
SUV,Super White,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$41,897 ",33394,,,
SUV,Midnight Black Metallic,Black,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,2,2022,Toyota,Highlander,"$43,473 ",15289,,,
Sedan,Red,Black,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2010,Toyota,Corolla,"$11,994 ",68003,,,
SUV,Super White,Black,22 cty / 28 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,2,2018,Toyota,RAV4,"$25,998 ",31585,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$24,999 ",2071,,,
Pickup Truck,Gray,Black,18 cty / 23 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2017,Toyota,Tacoma,"$42,998 ",59623,Extended Cab,Short Bed,
Sedan,Celestial Silver Metallic,"Black, Leatherette/Cloth",28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2021,Toyota,Camry,"$23,995 ",62097,,,
Sedan,Blizzard Pearl,Black/Blue,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,2,2,2016,Toyota,Camry,"$14,990 ",115773,,,
